0	:invoke	:broadcast	0
0	:ok	:broadcast	0
1	:invoke	:broadcast	1
2	:invoke	:read	nil
2	:ok	:read	[0]
3	:invoke	:broadcast	2
3	:ok	:broadcast	2
4	:invoke	:read	nil
0	:invoke	:broadcast	3
2	:invoke	:broadcast	4
2	:ok	:broadcast	4
2	:invoke	:read	nil
2	:ok	:read	[0 4]
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:broadcast	6
3	:ok	:broadcast	6
2	:invoke	:broadcast	7
2	:ok	:broadcast	7
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7]
2	:invoke	:broadcast	8
2	:ok	:broadcast	8
3	:invoke	:broadcast	9
3	:ok	:broadcast	9
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8]
2	:invoke	:broadcast	10
2	:ok	:broadcast	10
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9]
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11]
2	:invoke	:broadcast	12
2	:ok	:broadcast	12
2	:invoke	:broadcast	13
2	:ok	:broadcast	13
2	:invoke	:broadcast	14
2	:ok	:broadcast	14
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14]
2	:invoke	:broadcast	15
2	:ok	:broadcast	15
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15]
2	:invoke	:broadcast	16
2	:ok	:broadcast	16
3	:invoke	:broadcast	17
3	:ok	:broadcast	17
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16]
2	:invoke	:broadcast	18
2	:ok	:broadcast	18
3	:invoke	:broadcast	19
3	:ok	:broadcast	19
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
1	:info	:broadcast	1	:net-timeout
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9 17 19]
6	:invoke	:broadcast	20
4	:fail	:read	nil	:net-timeout
0	:info	:broadcast	3	:net-timeout
5	:invoke	:read	nil
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18]
2	:invoke	:broadcast	21
2	:ok	:broadcast	21
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9 17 19]
4	:invoke	:read	nil
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21]
2	:invoke	:broadcast	22
2	:ok	:broadcast	22
2	:invoke	:broadcast	23
2	:ok	:broadcast	23
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9 17 19]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23]
2	:invoke	:broadcast	24
2	:ok	:broadcast	24
2	:invoke	:broadcast	25
2	:ok	:broadcast	25
2	:invoke	:broadcast	26
2	:ok	:broadcast	26
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9 17 19]
2	:invoke	:broadcast	27
2	:ok	:broadcast	27
2	:invoke	:broadcast	28
2	:ok	:broadcast	28
2	:invoke	:broadcast	29
2	:ok	:broadcast	29
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29]
2	:invoke	:broadcast	30
2	:ok	:broadcast	30
3	:invoke	:read	nil
2	:invoke	:broadcast	31
3	:ok	:read	[0 2 6 9 17 19]
2	:ok	:broadcast	31
2	:invoke	:broadcast	32
2	:ok	:broadcast	32
2	:invoke	:broadcast	33
2	:ok	:broadcast	33
2	:invoke	:broadcast	34
2	:ok	:broadcast	34
2	:invoke	:broadcast	35
2	:ok	:broadcast	35
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9 17 19]
2	:invoke	:broadcast	36
2	:ok	:broadcast	36
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36]
2	:invoke	:broadcast	37
2	:ok	:broadcast	37
2	:invoke	:broadcast	38
2	:ok	:broadcast	38
2	:invoke	:broadcast	39
2	:ok	:broadcast	39
3	:invoke	:read	nil
3	:ok	:read	[0 2 6 9 17 19]
2	:invoke	:broadcast	40
2	:ok	:broadcast	40
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40]
2	:invoke	:broadcast	41
2	:ok	:broadcast	41
3	:invoke	:broadcast	42
3	:ok	:broadcast	42
2	:invoke	:broadcast	43
2	:ok	:broadcast	43
2	:invoke	:broadcast	44
2	:ok	:broadcast	44
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44]
3	:invoke	:broadcast	45
3	:ok	:broadcast	45
2	:invoke	:broadcast	46
2	:ok	:broadcast	46
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 46]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 46]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 46]
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 46]
3	:invoke	:broadcast	47
3	:ok	:broadcast	47
2	:invoke	:broadcast	48
2	:ok	:broadcast	48
2	:invoke	:broadcast	49
2	:ok	:broadcast	49
2	:invoke	:read	nil
2	:ok	:read	[0 4 5 7 8 10 11 12 13 14 15 16 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 46 48 49]
2	:invoke	:broadcast	50
2	:ok	:broadcast	50
2	:invoke	:broadcast	51
2	:ok	:broadcast	51
6	:info	:broadcast	20	:net-timeout
3	:invoke	:broadcast	52
5	:fail	:read	nil	:net-timeout
3	:ok	:broadcast	52
5	:invoke	:broadcast	53
11	:invoke	:broadcast	54
4	:fail	:read	nil	:net-timeout
2	:invoke	:read	nil
